Field	Year	gender
Medicine	2009	male
Biology	2009	male
Biology	2009	male
Biology	2009	male
Biology	2009	female
Biology	2009	female
Chemistry	2009	male
Biology	2009	female
Psychology	2009	male
Computer science	2009	male
Computer science	2009	male
Physics	2009	male
Physics	2009	male
Biology	2009	male
Biology	2009	male
Medicine	2009	male
Business	2009	male
Materials science	2009	male
Medicine	2009	male
Physics	2009	male
Chemistry	2009	male
Psychology	2009	male
Computer science	2009	female
Biology	2009	male
Economics	2009	male
Biology	2009	male
Biology	2009	male
Medicine	2009	male
Biology	2009	female
Medicine	2009	male
Chemistry	2009	male
Medicine	2009	male
Economics	2009	male
Computer science	2009	male
Medicine	2009	male
Medicine	2009	female
Physics	2009	male
Biology	2009	male
Computer science	2009	male
Physics	2009	male
Psychology	2009	female
Biology	2009	male
Political science	2010	male
Psychology	2010	male
Computer science	2010	male
Computer science	2010	male
Mathematics	2010	male
Computer science	2010	male
Computer science	2010	male
Computer science	2010	male
Medicine	2010	male
Medicine	2010	male
Medicine	2010	male
Medicine	2010	male
Biology	2010	female
Computer science	2010	male
Biology	2010	male
Computer science	2010	female
Medicine	2010	male
Biology	2010	male
Economics	2010	male
Business	2010	female
Engineering	2010	male
Political science	2010	male
Biology	2010	male
Medicine	2010	male
Materials science	2010	male
Medicine	2010	female
Economics	2010	male
Political science	2010	male
Medicine	2010	female
Medicine	2010	male
Mathematics	2010	male
Computer science	2010	male
Medicine	2010	female
Biology	2010	male
Political science	2010	female
Engineering	2010	male
Computer science	2010	male
Computer science	2010	male
Medicine	2010	female
Geology	2010	male
Mathematics	2010	male
Economics	2010	male
Medicine	2010	male
Medicine	2010	male
Engineering	2010	male
Engineering	2010	male
Physics	2010	male
Medicine	2010	male
Biology	2010	male
Biology	2010	female
Biology	2010	male
Chemistry	2010	female
Mathematics	2010	male
Economics	2010	male
Mathematics	2010	male
Medicine	2010	male
Computer science	2010	male
Computer science	2010	male
Business	2010	female
Medicine	2010	male
Computer science	2010	male
Medicine	2010	male
Computer science	2010	male
Physics	2010	male
Medicine	2010	male
Medicine	2010	male
Geology	2010	male
Medicine	2010	male
Medicine	2010	male
Mathematics	2010	male
Medicine	2010	male
Mathematics	2010	male
Materials science	2010	male
Computer science	2010	male
Medicine	2010	male
Political science	2010	male
Computer science	2010	male
Economics	2010	male
Mathematics	2010	male
Geology	2010	male
Psychology	2010	male
Medicine	2010	male
Economics	2010	male
Political science	2010	female
Computer science	2010	male
Medicine	2010	male
Business	2010	male
Business	2010	male
Biology	2010	male
Chemistry	2010	male
Psychology	2010	male
Geology	2010	male
Computer science	2010	male
Economics	2010	male
Computer science	2010	female
Economics	2010	male
Mathematics	2010	male
Economics	2010	male
Mathematics	2010	male
Computer science	2010	male
Biology	2010	female
Medicine	2010	male
Economics	2010	male
Political science	2010	male
Biology	2010	female
Medicine	2010	male
Economics	2010	female
Economics	2010	female
Medicine	2010	male
Engineering	2010	male
Economics	2010	male
Computer science	2010	male
Mathematics	2010	male
Computer science	2010	male
Political science	2010	female
Biology	2010	male
Medicine	2010	male
Medicine	2010	male
Medicine	2010	male
Mathematics	2010	male
Biology	2010	female
Medicine	2010	male
Materials science	2010	male
Business	2010	male
Biology	2010	male
Biology	2010	male
Biology	2010	male
Medicine	2010	male
Computer science	2010	male
Biology	2010	male
Economics	2010	male
Biology	2010	male
Mathematics	2010	male
Physics	2010	male
Biology	2010	male
Psychology	2010	male
Medicine	2010	male
Medicine	2010	male
Economics	2010	male
Computer science	2010	male
Computer science	2010	male
Chemistry	2010	male
Biology	2010	male
Biology	2010	female
Biology	2010	male
Medicine	2010	male
Chemistry	2010	female
Biology	2010	male
Chemistry	2010	female
Biology	2010	male
Medicine	2010	male
Biology	2010	male
Medicine	2010	male
Biology	2010	male
Computer science	2010	male
Computer science	2010	male
Mathematics	2010	male
Biology	2010	male
Computer science	2010	male
Economics	2010	male
Medicine	2010	male
Biology	2010	male
Biology	2010	male
Medicine	2010	male
Psychology	2010	male
Medicine	2010	male
Economics	2010	male
Psychology	2010	female
Business	2010	male
Medicine	2010	male
Economics	2010	male
Biology	2010	female
Physics	2010	male
Computer science	2010	male
Biology	2010	male
Mathematics	2010	male
Biology	2010	male
Materials science	2010	male
Medicine	2010	male
Materials science	2010	male
Biology	2010	male
Biology	2010	male
Materials science	2010	female
Physics	2010	male
Biology	2010	female
Biology	2010	male
Economics	2010	male
Biology	2010	male
Physics	2010	male
Computer science	2010	male
Psychology	2010	male
Political science	2010	female
Economics	2010	female
Economics	2010	male
Biology	2010	male
Biology	2010	female
Engineering	2010	male
Biology	2010	male
Chemistry	2010	male
Mathematics	2010	male
Biology	2010	male
Biology	2010	male
Chemistry	2010	male
Computer science	2010	male
Chemistry	2010	male
Biology	2010	female
Physics	2010	male
Computer science	2010	male
Computer science	2010	male
Medicine	2010	female
Medicine	2010	male
Medicine	2010	male
Economics	2010	female
Mathematics	2010	male
Biology	2010	female
Psychology	2010	male
Geology	2010	male
Computer science	2010	male
Chemistry	2010	female
Computer science	2010	male
Biology	2010	male
Biology	2010	male
Biology	2010	male
Biology	2010	male
Biology	2010	female
Biology	2010	female
Chemistry	2010	male
Biology	2010	female
Computer science	2010	male
Computer science	2010	male
Computer science	2010	male
Computer science	2010	male
Physics	2010	male
Physics	2010	male
Biology	2010	male
Business	2010	male
Materials science	2010	male
Psychology	2010	male
Computer science	2010	female
Biology	2010	male
Economics	2010	male
Biology	2010	male
Medicine	2010	male
Biology	2010	female
Chemistry	2010	male
Medicine	2010	male
Medicine	2010	male
Medicine	2010	male
Economics	2010	male
Biology	2010	male
Computer science	2010	male
Computer science	2010	male
Medicine	2010	female
Biology	2010	male
Physics	2010	male
Biology	2010	male
Physics	2010	male
Computer science	2010	male
Computer science	2010	male
Physics	2010	male
Biology	2010	male
Physics	2010	male
Biology	2010	male
Computer science	2011	male
Political science	2011	male
Computer science	2011	male
Psychology	2011	male
Computer science	2011	male
Medicine	2011	female
Psychology	2011	male
Mathematics	2011	male
Psychology	2011	male
Computer science	2011	male
Computer science	2011	male
Medicine	2011	male
Computer science	2011	male
Computer science	2011	male
Computer science	2011	male
Computer science	2011	male
Economics	2011	male
Medicine	2011	male
Medicine	2011	male
Psychology	2011	male
Medicine	2011	male
Medicine	2011	male
Medicine	2011	male
Psychology	2011	male
Biology	2011	female
Biology	2011	male
Computer science	2011	female
Medicine	2011	male
Economics	2011	male
Business	2011	female
Engineering	2011	male
Political science	2011	male
Biology	2011	male
Medicine	2011	male
Materials science	2011	male
Medicine	2011	female
Economics	2011	male
Political science	2011	male
Medicine	2011	female
Medicine	2011	male
Mathematics	2011	male
Computer science	2011	male
Medicine	2011	female
Biology	2011	male
Computer science	2011	male
Political science	2011	female
Engineering	2011	male
Psychology	2011	male
Engineering	2011	male
Computer science	2011	male
Geology	2011	male
Mathematics	2011	male
Economics	2011	male
Medicine	2011	male
Political science	2011	female
Medicine	2011	male
Engineering	2011	male
Engineering	2011	male
Physics	2011	male
Environmental science	2011	male
Medicine	2011	male
Biology	2011	male
Biology	2011	male
Psychology	2011	male
Chemistry	2011	female
Mathematics	2011	male
Mathematics	2011	male
Psychology	2011	male
Engineering	2011	male
Medicine	2011	male
Computer science	2011	male
Economics	2011	male
Computer science	2011	male
Business	2011	female
Medicine	2011	male
Computer science	2011	male
Computer science	2011	male
Medicine	2011	male
Engineering	2011	male
Computer science	2011	male
Physics	2011	male
Medicine	2011	male
Medicine	2011	male
Geology	2011	male
Medicine	2011	male
Medicine	2011	male
Medicine	2011	male
Mathematics	2011	male
Psychology	2011	male
Economics	2011	male
Materials science	2011	male
Computer science	2011	male
Medicine	2011	male
Computer science	2011	male
Economics	2011	male
Mathematics	2011	male
Psychology	2011	male
Geology	2011	male
Psychology	2011	male
Biology	2011	male
Medicine	2011	male
Economics	2011	male
Political science	2011	female
Psychology	2011	male
Computer science	2011	male
Medicine	2011	male
Business	2011	male
Business	2011	male
Biology	2011	male
Psychology	2011	male
Engineering	2011	male
Geology	2011	male
Computer science	2011	male
Psychology	2011	male
Economics	2011	male
Economics	2011	male
Economics	2011	male
Mathematics	2011	male
Economics	2011	male
Mathematics	2011	male
Biology	2011	female
Medicine	2011	male
Medicine	2011	male
Economics	2011	male
Political science	2011	male
Biology	2011	female
Computer science	2011	male
Medicine	2011	male
Materials science	2011	male
Psychology	2011	male
Chemistry	2011	male
Physics	2011	male
Economics	2011	female
Medicine	2011	male
Engineering	2011	male
Engineering	2011	male
Economics	2011	male
Psychology	2011	female
Computer science	2011	male
Mathematics	2011	male
Psychology	2011	female
Computer science	2011	male
Computer science	2011	male
Political science	2011	female
Psychology	2011	male
Biology	2011	male
Medicine	2011	male
Medicine	2011	male
Medicine	2011	male
Mathematics	2011	male
Medicine	2011	male
Engineering	2011	male
Materials science	2011	male
Business	2011	male
Biology	2011	male
Medicine	2011	male
Engineering	2011	male
Computer science	2011	male
Biology	2011	male
Economics	2011	male
Biology	2011	male
Mathematics	2011	male
Mathematics	2011	male
Physics	2011	male
Biology	2011	male
Psychology	2011	male
Medicine	2011	male
Medicine	2011	male
Economics	2011	male
Computer science	2011	male
Chemistry	2011	male
Biology	2011	male
Biology	2011	female
Biology	2011	male
Medicine	2011	male
Chemistry	2011	female
Psychology	2011	male
Biology	2011	male
Biology	2011	male
Biology	2011	male
Chemistry	2011	female
Biology	2011	male
Medicine	2011	male
Biology	2011	male
Medicine	2011	male
Biology	2011	male
Computer science	2011	male
Computer science	2011	male
Mathematics	2011	male
Biology	2011	male
Computer science	2011	male
Medicine	2011	male
Biology	2011	male
Biology	2011	male
Biology	2011	male
Materials science	2011	male
Medicine	2011	male
Political science	2011	female
Biology	2011	male
Psychology	2011	male
Medicine	2011	male
Medicine	2011	male
Economics	2011	male
Engineering	2011	male
Business	2011	male
Medicine	2011	male
Materials science	2011	male
Biology	2011	male
Economics	2011	male
Biology	2011	female
Computer science	2011	male
Biology	2011	male
Mathematics	2011	male
Biology	2011	male
Materials science	2011	male
Medicine	2011	male
Materials science	2011	male
Biology	2011	male
Biology	2011	male
Materials science	2011	female
Biology	2011	female
Medicine	2011	male
Biology	2011	male
Economics	2011	male
Biology	2011	male
Biology	2011	male
Physics	2011	male
Computer science	2011	male
Political science	2011	female
Economics	2011	female
Biology	2011	female
Engineering	2011	male
Biology	2011	male
Medicine	2011	male
Chemistry	2011	male
Mathematics	2011	male
Biology	2011	male
Biology	2011	male
Chemistry	2011	male
Chemistry	2011	male
Biology	2011	female
Physics	2011	male
Physics	2011	male
Biology	2011	male
Computer science	2011	male
Computer science	2011	male
Medicine	2011	male
Medicine	2011	male
Economics	2011	female
Mathematics	2011	male
Psychology	2011	male
Geology	2011	male
Computer science	2011	male
Chemistry	2011	female
Computer science	2011	male
Psychology	2011	male
Biology	2011	male
Biology	2011	male
Psychology	2011	female
Economics	2011	male
Biology	2011	male
Biology	2011	male
Biology	2011	female
Biology	2011	female
Chemistry	2011	male
Biology	2011	female
Computer science	2011	male
Computer science	2011	male
Computer science	2011	male
Physics	2011	male
Biology	2011	female
Physics	2011	male
Biology	2011	male
Medicine	2011	male
Business	2011	male
Psychology	2011	female
Psychology	2011	male
Materials science	2011	male
Psychology	2011	male
Computer science	2011	male
Computer science	2011	female
Biology	2011	male
Economics	2011	male
Biology	2011	male
Mathematics	2011	female
Computer science	2011	male
Medicine	2011	male
Biology	2011	female
Medicine	2011	male
Biology	2011	male
Chemistry	2011	male
Medicine	2011	male
Biology	2011	male
Medicine	2011	male
Economics	2011	male
Biology	2011	male
Computer science	2011	male
Computer science	2011	male
Medicine	2011	female
Physics	2011	male
Biology	2011	male
Physics	2011	male
Computer science	2011	male
Computer science	2011	male
Computer science	2011	male
Psychology	2011	male
Physics	2011	male
Biology	2011	male
Biology	2011	male
Computer science	2012	male
Political science	2012	male
Philosophy	2012	female
Computer science	2012	male
Psychology	2012	male
Medicine	2012	female
Psychology	2012	male
Political science	2012	male
Mathematics	2012	male
Psychology	2012	male
Computer science	2012	male
Computer science	2012	male
Medicine	2012	male
Computer science	2012	male
Computer science	2012	male
Computer science	2012	male
Computer science	2012	male
Medicine	2012	male
Medicine	2012	male
Psychology	2012	male
Medicine	2012	male
Medicine	2012	male
Medicine	2012	male
Business	2012	male
Economics	2012	male
Psychology	2012	male
Biology	2012	female
Political science	2012	female
Biology	2012	male
Computer science	2012	female
Medicine	2012	male
Medicine	2012	male
Economics	2012	male
Business	2012	female
Political science	2012	male
Medicine	2012	female
Biology	2012	male
Medicine	2012	male
Materials science	2012	male
Medicine	2012	female
Economics	2012	male
Political science	2012	male
Medicine	2012	female
Medicine	2012	male
Mathematics	2012	male
Medicine	2012	female
Biology	2012	male
Computer science	2012	male
Political science	2012	female
Engineering	2012	male
Psychology	2012	male
Engineering	2012	male
Economics	2012	male
Geology	2012	male
Mathematics	2012	male
Medicine	2012	male
Computer science	2012	male
Engineering	2012	male
Engineering	2012	male
Physics	2012	male
Environmental science	2012	male
Medicine	2012	male
Biology	2012	male
Biology	2012	male
Psychology	2012	male
Chemistry	2012	female
Mathematics	2012	male
Medicine	2012	male
Biology	2012	male
Mathematics	2012	male
Psychology	2012	male
Medicine	2012	female
Economics	2012	male
Mathematics	2012	male
Medicine	2012	male
Economics	2012	male
Biology	2012	male
Business	2012	female
Medicine	2012	male
Computer science	2012	male
Computer science	2012	male
Computer science	2012	male
Engineering	2012	male
Physics	2012	male
Medicine	2012	male
Biology	2012	male
Medicine	2012	male
Geology	2012	male
Computer science	2012	male
Medicine	2012	male
Mathematics	2012	male
Psychology	2012	male
Materials science	2012	male
Computer science	2012	male
Computer science	2012	male
Medicine	2012	male
Economics	2012	male
Mathematics	2012	male
Psychology	2012	male
Psychology	2012	male
Geology	2012	male
Medicine	2012	male
Computer science	2012	male
Psychology	2012	male
Medicine	2012	male
Economics	2012	male
Psychology	2012	male
Medicine	2012	male
Business	2012	male
Business	2012	male
Biology	2012	male
Psychology	2012	male
Geology	2012	male
Computer science	2012	male
Psychology	2012	male
Medicine	2012	male
Economics	2012	male
Economics	2012	male
Economics	2012	male
Mathematics	2012	male
Mathematics	2012	male
Biology	2012	female
Medicine	2012	male
Medicine	2012	female
Medicine	2012	male
Economics	2012	male
Political science	2012	male
Computer science	2012	male
Medicine	2012	male
Materials science	2012	male
Psychology	2012	male
Chemistry	2012	male
Economics	2012	female
Medicine	2012	male
Medicine	2012	male
Engineering	2012	male
Economics	2012	male
Psychology	2012	female
Computer science	2012	male
Mathematics	2012	male
Psychology	2012	female
Computer science	2012	male
Computer science	2012	male
Political science	2012	female
Medicine	2012	male
Psychology	2012	male
Biology	2012	male
Medicine	2012	male
Biology	2012	female
Medicine	2012	male
Medicine	2012	male
Medicine	2012	male
Mathematics	2012	male
Medicine	2012	male
Biology	2012	male
Materials science	2012	male
Business	2012	male
Biology	2012	male
Engineering	2012	male
Computer science	2012	male
Biology	2012	male
Computer science	2012	male
Economics	2012	male
Biology	2012	male
Mathematics	2012	male
Mathematics	2012	male
Biology	2012	female
Physics	2012	male
Biology	2012	male
Psychology	2012	male
Chemistry	2012	female
Medicine	2012	male
Medicine	2012	male
Economics	2012	male
Computer science	2012	male
Chemistry	2012	male
Biology	2012	male
Biology	2012	female
Biology	2012	male
Medicine	2012	male
Chemistry	2012	female
Psychology	2012	male
Computer science	2012	male
Biology	2012	male
Biology	2012	male
Biology	2012	male
Medicine	2012	male
Biology	2012	male
Biology	2012	male
Medicine	2012	male
Biology	2012	male
Computer science	2012	male
Computer science	2012	male
Mathematics	2012	male
Biology	2012	male
Computer science	2012	male
Medicine	2012	male
Biology	2012	male
Biology	2012	male
Materials science	2012	male
Medicine	2012	male
Political science	2012	female
Psychology	2012	male
Medicine	2012	male
Economics	2012	male
Biology	2012	male
Business	2012	male
Chemistry	2012	female
Medicine	2012	male
Materials science	2012	male
Biology	2012	male
Economics	2012	male
Biology	2012	female
Computer science	2012	male
Biology	2012	male
Mathematics	2012	male
Biology	2012	male
Materials science	2012	male
Medicine	2012	male
Materials science	2012	male
Biology	2012	male
Materials science	2012	female
Medicine	2012	male
Mathematics	2012	male
Economics	2012	male
Biology	2012	male
Biology	2012	male
Physics	2012	male
Medicine	2012	male
Political science	2012	female
Medicine	2012	female
Economics	2012	female
Biology	2012	female
Computer science	2012	male
Biology	2012	male
Medicine	2012	male
Chemistry	2012	male
Mathematics	2012	male
Biology	2012	male
Biology	2012	male
Chemistry	2012	male
Chemistry	2012	male
Biology	2012	male
Biology	2012	female
Physics	2012	male
Physics	2012	male
Computer science	2012	male
Computer science	2012	male
Medicine	2012	male
Medicine	2012	male
Economics	2012	female
Mathematics	2012	male
Medicine	2012	male
Psychology	2012	male
Geology	2012	male
Computer science	2012	male
Chemistry	2012	female
Computer science	2012	male
Psychology	2012	male
Biology	2012	male
Psychology	2012	female
Economics	2012	male
Biology	2012	male
Biology	2012	male
Biology	2012	male
Biology	2012	female
Biology	2012	female
Chemistry	2012	male
Medicine	2012	male
Biology	2012	female
Computer science	2012	male
Physics	2012	male
Medicine	2012	male
Medicine	2012	male
Biology	2012	female
Business	2012	male
Economics	2012	male
Psychology	2012	female
Psychology	2012	male
Materials science	2012	male
Psychology	2012	male
Computer science	2012	male
Computer science	2012	female
Biology	2012	male
Economics	2012	male
Biology	2012	male
Computer science	2012	male
Psychology	2012	female
Medicine	2012	male
Biology	2012	female
Biology	2012	male
Chemistry	2012	male
Medicine	2012	male
Biology	2012	male
Medicine	2012	male
Economics	2012	male
Biology	2012	male
Biology	2012	male
Biology	2012	female
Computer science	2012	male
Medicine	2012	female
Physics	2012	male
Biology	2012	male
Physics	2012	male
Computer science	2012	male
Computer science	2012	male
Computer science	2012	male
Psychology	2012	male
Physics	2012	male
Biology	2012	male
Biology	2012	male
Computer science	2013	male
Political science	2013	male
Philosophy	2013	female
Computer science	2013	male
Psychology	2013	male
Computer science	2013	male
Medicine	2013	female
Psychology	2013	male
Political science	2013	male
Mathematics	2013	male
Biology	2013	male
Biology	2013	female
Economics	2013	male
Psychology	2013	male
Computer science	2013	male
Medicine	2013	male
Computer science	2013	male
Computer science	2013	male
Computer science	2013	male
Medicine	2013	male
Medicine	2013	male
Psychology	2013	male
Medicine	2013	male
Medicine	2013	male
Medicine	2013	male
Business	2013	male
Economics	2013	male
Psychology	2013	male
Biology	2013	male
Biology	2013	female
Political science	2013	female
Biology	2013	male
Computer science	2013	female
Medicine	2013	male
Medicine	2013	male
Business	2013	female
Computer science	2013	male
Business	2013	female
Political science	2013	male
Biology	2013	female
Medicine	2013	female
Biology	2013	male
Medicine	2013	male
Materials science	2013	male
Medicine	2013	female
Economics	2013	male
Political science	2013	male
Medicine	2013	female
Economics	2013	male
Psychology	2013	male
Medicine	2013	male
Mathematics	2013	male
Medicine	2013	female
Computer science	2013	male
Political science	2013	female
Engineering	2013	male
Economics	2013	male
Psychology	2013	male
Engineering	2013	male
Economics	2013	male
Geology	2013	male
Computer science	2013	female
Mathematics	2013	male
Medicine	2013	male
Biology	2013	female
Computer science	2013	male
Engineering	2013	male
Physics	2013	male
Biology	2013	male
Environmental science	2013	male
Medicine	2013	male
Medicine	2013	male
Biology	2013	male
Biology	2013	male
Psychology	2013	male
Chemistry	2013	female
Mathematics	2013	male
Medicine	2013	male
Medicine	2013	male
Biology	2013	male
Mathematics	2013	male
Psychology	2013	male
Medicine	2013	female
Economics	2013	male
Biology	2013	male
Economics	2013	male
Computer science	2013	male
Mathematics	2013	male
Medicine	2013	male
Economics	2013	male
Economics	2013	male
Biology	2013	male
Medicine	2013	male
Computer science	2013	male
Computer science	2013	male
Computer science	2013	male
Engineering	2013	male
Physics	2013	male
Medicine	2013	male
Biology	2013	male
Medicine	2013	male
Computer science	2013	male
Physics	2013	male
Computer science	2013	male
Biology	2013	male
Mathematics	2013	male
Psychology	2013	male
Materials science	2013	male
Computer science	2013	male
Computer science	2013	male
Medicine	2013	male
Economics	2013	male
Mathematics	2013	male
Political science	2013	female
Psychology	2013	male
Psychology	2013	male
Geology	2013	male
Computer science	2013	male
Medicine	2013	male
Computer science	2013	male
Medicine	2013	male
Economics	2013	male
Psychology	2013	male
Medicine	2013	male
Medicine	2013	male
Business	2013	male
Biology	2013	male
Medicine	2013	male
Psychology	2013	male
Geology	2013	male
Computer science	2013	male
Biology	2013	female
Psychology	2013	male
Business	2013	male
Medicine	2013	male
Psychology	2013	male
Economics	2013	male
Economics	2013	male
Computer science	2013	male
Psychology	2013	female
Economics	2013	male
Psychology	2013	male
Economics	2013	male
Mathematics	2013	male
Mathematics	2013	male
Economics	2013	male
Medicine	2013	male
Biology	2013	female
Medicine	2013	male
Medicine	2013	female
Medicine	2013	male
Economics	2013	male
Political science	2013	male
Computer science	2013	male
Computer science	2013	male
Medicine	2013	male
Materials science	2013	male
Psychology	2013	male
Economics	2013	female
Medicine	2013	male
Medicine	2013	male
Economics	2013	female
Engineering	2013	male
Economics	2013	male
Biology	2013	female
Economics	2013	male
Psychology	2013	female
Computer science	2013	male
Mathematics	2013	male
Psychology	2013	female
Computer science	2013	male
Political science	2013	male
Computer science	2013	male
Political science	2013	female
Economics	2013	male
Economics	2013	male
Medicine	2013	male
Psychology	2013	male
Biology	2013	male
Medicine	2013	male
Biology	2013	male
Biology	2013	female
Medicine	2013	male
Medicine	2013	male
Biology	2013	male
Medicine	2013	male
Biology	2013	male
Mathematics	2013	male
Economics	2013	female
Medicine	2013	male
Biology	2013	male
Business	2013	male
Biology	2013	male
Engineering	2013	male
Computer science	2013	male
Biology	2013	male
Biology	2013	male
Mathematics	2013	male
Mathematics	2013	male
Biology	2013	female
Physics	2013	male
Biology	2013	male
Biology	2013	male
Psychology	2013	male
Chemistry	2013	female
Medicine	2013	male
Medicine	2013	male
Economics	2013	male
Biology	2013	female
Computer science	2013	male
Chemistry	2013	male
Biology	2013	female
Biology	2013	male
Biology	2013	female
Biology	2013	male
Biology	2013	male
Chemistry	2013	female
Psychology	2013	male
Economics	2013	male
Computer science	2013	male
Biology	2013	male
Biology	2013	male
Biology	2013	male
Medicine	2013	male
Economics	2013	male
Biology	2013	male
Biology	2013	male
Computer science	2013	male
Computer science	2013	male
Mathematics	2013	male
Biology	2013	male
Computer science	2013	male
Biology	2013	male
Biology	2013	male
Biology	2013	male
Biology	2013	male
Medicine	2013	male
Political science	2013	female
Psychology	2013	male
Medicine	2013	male
Economics	2013	male
Business	2013	male
Chemistry	2013	female
Medicine	2013	male
Materials science	2013	male
Biology	2013	male
Economics	2013	male
Biology	2013	female
Computer science	2013	male
Biology	2013	male
Mathematics	2013	male
Biology	2013	male
Materials science	2013	male
Medicine	2013	male
Biology	2013	male
Materials science	2013	male
Biology	2013	male
Medicine	2013	male
Mathematics	2013	male
Economics	2013	male
Biology	2013	male
Biology	2013	male
Physics	2013	male
Medicine	2013	male
Political science	2013	female
Medicine	2013	female
Economics	2013	female
Biology	2013	female
Computer science	2013	male
Biology	2013	male
Medicine	2013	male
Chemistry	2013	male
Medicine	2013	male
Mathematics	2013	male
Biology	2013	male
Biology	2013	male
Chemistry	2013	male
Biology	2013	male
Biology	2013	female
Physics	2013	male
Physics	2013	male
Computer science	2013	male
Computer science	2013	male
Economics	2013	female
Mathematics	2013	male
Medicine	2013	male
Psychology	2013	male
Political science	2013	female
Geology	2013	male
Chemistry	2013	female
Computer science	2013	male
Psychology	2013	male
Economics	2013	female
Biology	2013	male
Biology	2013	male
Psychology	2013	female
Economics	2013	male
Biology	2013	male
Biology	2013	male
Mathematics	2013	male
Biology	2013	male
Biology	2013	female
Biology	2013	female
Chemistry	2013	male
Medicine	2013	male
Computer science	2013	female
Computer science	2013	male
Biology	2013	male
Physics	2013	male
Economics	2013	male
Economics	2013	male
Medicine	2013	male
Biology	2013	female
Business	2013	male
Biology	2013	male
Economics	2013	male
Biology	2013	female
Psychology	2013	female
Psychology	2013	male
Mathematics	2013	male
Materials science	2013	male
Psychology	2013	male
Computer science	2013	male
Computer science	2013	female
Medicine	2013	male
Biology	2013	male
Economics	2013	male
Biology	2013	male
Computer science	2013	male
Psychology	2013	female
Biology	2013	female
Chemistry	2013	male
Computer science	2013	male
Medicine	2013	male
Biology	2013	male
Medicine	2013	male
Sociology	2013	male
Economics	2013	male
Biology	2013	male
Computer science	2013	male
Biology	2013	male
Biology	2013	female
Computer science	2013	male
Medicine	2013	female
Physics	2013	male
Biology	2013	male
Physics	2013	male
Computer science	2013	male
Computer science	2013	male
Psychology	2013	male
Biology	2013	male
Biology	2013	male
Computer science	2014	male
Computer science	2014	male
Political science	2014	male
Philosophy	2014	female
Computer science	2014	male
Psychology	2014	male
Computer science	2014	male
Medicine	2014	female
Psychology	2014	male
Political science	2014	male
Biology	2014	male
Mathematics	2014	male
Economics	2014	male
Psychology	2014	male
Computer science	2014	male
Medicine	2014	male
Biology	2014	female
Computer science	2014	male
Computer science	2014	male
Computer science	2014	male
Medicine	2014	male
Medicine	2014	male
Psychology	2014	male
Medicine	2014	male
Medicine	2014	male
Medicine	2014	male
Business	2014	male
Economics	2014	male
Psychology	2014	male
Biology	2014	male
Biology	2014	male
Biology	2014	female
Computer science	2014	male
Political science	2014	female
Economics	2014	male
Biology	2014	male
Computer science	2014	female
Medicine	2014	male
Business	2014	female
Computer science	2014	male
Biology	2014	male
Biology	2014	male
Business	2014	female
Biology	2014	male
Political science	2014	male
Biology	2014	female
Medicine	2014	female
Biology	2014	male
Medicine	2014	male
Biology	2014	male
Medicine	2014	male
Medicine	2014	female
Economics	2014	male
Medicine	2014	female
Economics	2014	male
Medicine	2014	male
Mathematics	2014	male
Medicine	2014	female
Computer science	2014	male
Political science	2014	female
Engineering	2014	male
Psychology	2014	male
Engineering	2014	male
Materials science	2014	male
Economics	2014	male
Geology	2014	male
Geology	2014	male
Computer science	2014	female
Mathematics	2014	male
Medicine	2014	male
Medicine	2014	male
Biology	2014	female
Engineering	2014	male
Physics	2014	male
Biology	2014	male
Environmental science	2014	male
Medicine	2014	male
Medicine	2014	female
Biology	2014	male
Psychology	2014	male
Chemistry	2014	female
Mathematics	2014	male
Medicine	2014	male
Computer science	2014	male
Biology	2014	male
Mathematics	2014	male
Psychology	2014	male
Medicine	2014	female
Economics	2014	male
Biology	2014	male
Computer science	2014	male
Mathematics	2014	male
Mathematics	2014	male
Philosophy	2014	male
Medicine	2014	male
Economics	2014	male
Economics	2014	male
Biology	2014	male
Medicine	2014	male
Computer science	2014	male
Computer science	2014	male
Computer science	2014	male
Biology	2014	male
Engineering	2014	male
Physics	2014	male
Medicine	2014	male
Biology	2014	male
Chemistry	2014	male
Biology	2014	male
Physics	2014	male
Computer science	2014	male
Biology	2014	male
Psychology	2014	male
Chemistry	2014	male
Biology	2014	male
Mathematics	2014	male
Psychology	2014	male
Biology	2014	male
Materials science	2014	male
Physics	2014	male
Medicine	2014	male
Economics	2014	male
Economics	2014	female
Mathematics	2014	male
Political science	2014	female
Psychology	2014	male
Computer science	2014	male
Medicine	2014	male
Computer science	2014	male
Medicine	2014	male
Economics	2014	male
Psychology	2014	male
Medicine	2014	male
Medicine	2014	male
Business	2014	male
Biology	2014	male
Medicine	2014	male
Psychology	2014	male
Geology	2014	male
Computer science	2014	male
Biology	2014	female
Psychology	2014	male
Business	2014	male
Medicine	2014	male
Psychology	2014	male
Economics	2014	male
Biology	2014	female
Economics	2014	male
Computer science	2014	male
Economics	2014	male
Economics	2014	male
Mathematics	2014	male
Mathematics	2014	male
Economics	2014	male
Biology	2014	male
Medicine	2014	male
Biology	2014	female
Medicine	2014	male
Medicine	2014	female
Medicine	2014	male
Economics	2014	male
Political science	2014	male
Computer science	2014	male
Medicine	2014	male
Materials science	2014	male
Biology	2014	male
Psychology	2014	male
Economics	2014	female
Medicine	2014	male
Biology	2014	female
Psychology	2014	female
Computer science	2014	male
