	affiliation	affiliationMag	if_same
9391	fuel cell research team, korea institute of energy research, 71-2 jang-dong, yusong-ku, p. o. box 10	electronics and telecommunications research institute	0
9392	fuel cell research team, korea institute of energy research, 71-2 jang-dong, yusong-ku, p. o. box 103, yosong-	electronics and telecommunications research institute	0
9393	fuel cell research team, korea institute of energy research, 71-2 jang-dong, y	electronics and telecommunications research institute	0
9394	fuel cell research team, korea institute of energy research, 71-2 jang-dong, yusong-ku,	electronics and telecommunications research institute	0
9395	fuel cell research team, korea institute of energy research, 71-2 jang-dong,	electronics and telecommunications research institute	0
9396	fuel cell research team, korea institute of energy research, 71-2 jang-dong, yusong-ku, p. o. box	electronics and telecommunications research institute	0
9398	school of chemical engineering and technology, tianjin university, weijin road, nankai district, tianjin 300072, china	east china university of science and technology	0
9400	wuhan university, china	china medical university	0
9401	wuhan university, china	university of science and technology of china	0
9402	chinese university of hong kong, shatin, hong kong	chinese academy of sciences	0
9404	chinese academy of surveying and mapping, beijing, china	changsha university of science and technology	0
9405	chinese university of hong kong, nt, hong kong	chinese academy of sciences	0
9409	chinese academy of surveying and mapping, beijing, china	china university of petroleum	0
9410	chinese academy of surveying and mapping, beijing, china	north china university of technology	0
9411	wuhan university, china	university of electronic science and technology of china	0
9412	chinese academy of surveying and mapping, beijing, china	chinese center for disease control and prevention	0
9413	chinese academy of surveying and mapping, beijing, china	academy of medical sciences united kingdom	0
9417	chinese academy of surveying and mapping, beijing, china	huazhong university of science and technology	0
9419	wuhan university, china	china pharmaceutical university	0
9420	wuhan university, wuhan, china	ocean university of china	0
9421	chinese academy of surveying and mapping, beijing, china	lille university of science and technology	0
9422	chinese academy of surveying and mapping, beijing, china	university of science and technology of china	0
9424	chinese academy of surveying and mapping, beijing, china	university of iowa hospitals and clinics	0
9425	wuhan university, china	university of south china	0
9426	chinese academy of surveying and mapping, beijing, china	minzu university of china	0
9427	inra lisah (laboratoire d'etude des interactions sol, agrosysteme hydrosysteme), campus de la glarde, france	institut national de la recherche agronomique	0
9428	wuhan university, wuhan, china	china medical university	0
9431	chinese university of hong kong, nt, hong kong	chinese academy of engineering	0
9432	wuhan university, china	south china university of technology	0
9433	wuhan university, wuhan, china	south china agricultural university	0
9435	chinese academy of surveying and mapping, beijing, china	jiangxi university of science and technology	0
9438	"inra lisah (laboratoire daeur(tm)a(c)tude des interactions sol, agrosysta""me hydrosysta""me), campus de la glarde, france"	institut national de la recherche agronomique	0
9439	chinese academy of surveying and mapping, beijing, china	beijing university of chemical technology	0
9441	chinese university of hong kong, shatin, hong kong	hubei university of chinese medicine	0
9442	chinese university of hong kong, shatin, hong kong	hong kong polytechnic university	0
9443	chinese academy of surveying and mapping, beijing, china	china university of technology	0
9444	chinese academy of surveying and mapping, beijing, china	fujian university of traditional chinese medicine	0
9445	chinese academy of surveying and mapping, beijing, china	harbin university of science and technology	0
9446	chinese academy of surveying and mapping, beijing, china	university of electronic science and technology of china	0
9447	chinese academy of surveying and mapping, beijing, china	king abdullah university of science and technology	0
9448	chinese academy of surveying and mapping, beijing, china	macau university of science and technology	0
9449	chinese academy of surveying and mapping, beijing, china	state bureau of surveying and mapping	0
9450	wuhan university, wuhan, china	north china electric power university	0
9451	chinese academy of surveying and mapping, beijing, china	north china university of water conservancy and electric power	0
9452	chinese academy of surveying and mapping, beijing, china	university of science and technology beijing	0
9453	wuhan university, china	china university of geosciences	0
9456	norwegian university of science and technology (ntnu), trondheim, norway	hefei university of technology	0
9457	norwegian university of science and technology (ntnu), trondheim, norway	california institute of technology	0
9458	norwegian university of science and technology (ntnu), trondheim, norway	applied science private university	0
9459	norwegian university of science & technology ntnu, trondheim, norway	harbin institute of technology	0
9460	polytechnic university, madrid, spain	technical university of madrid	0
9461	norwegian university of science and technology (ntnu), trondheim, norway	dalian university of technology	0
9462	mississippi state university, starkville, u.s.a. n. p. oaeur(tm)dowd imperial college london, london, u.k. t. pardoen universitea' catholique de louvain, louvain-la-neuve, belgium	north carolina state university	0
9463	university of lllinois, urbana, il, u.s.a. a. dyskin the university of western australia, crawley, australia	university of illinois at urbana champaign	0
9464	imperial college of science and technology, london, u.k.	california institute of technology	0
9467	(university of karlsruhe, west germany	karlsruhe institute of technology	0
9468	chinese academy of sciences, beijing, china	chinese academy of fishery sciences	0
9469	chinese academy of sciences, beijing, china	ocean university of china	0
9470	norwegian university of science and technology (ntnu), trondheim, norway	nanjing university of science and technology	0
9471	norwegian university of science and technology (ntnu), trondheim, norway	kyoto institute of technology	0
9472	polytechnic university, madrid, spain	complutense university of madrid	0
9475	center for combustion energy and department of thermal engineering, tsinghua uni ver sity, beijing 10 0 084, china	university of electronic science and technology of china	0
9476	institute of fluid mechanics and heat transfer technische uni ver sita$?t wien, 1060 vienna, austria	vienna university of technology	0
9477	institute of fluid mechanics and heat transfer technische uni ver sita$?t wien, getreidemarkt 9 1060 vienna, austria	vienna university of technology	0
9478	center for combustion energy and department of thermal engineering, tsinghua uni ver sity, beijing 10 0 084, china	beijing institute of technology	0
9480	institute of fluid engineering zhejiang university hangzhou, 310027 china	china jiliang university	0
9482	los angeles. ca j draho~,. prague, czech repubhc j k eaton, stanford, ca j fabre, toulouse, france	university of california los angeles	0
9483	center for combustion energy and department of thermal engineering, tsinghua uni ver sity, beijing 10 0 084, china	china university of petroleum	0
9484	department of mechan,cal englneermg techn~on. israel	technion israel institute of technology	0
9485	department of mechanical engmeenng. technlon. israel	technion israel institute of technology	0
9489	los angeles, ca j. draho~, prague, czech republic	university of california los angeles	0
9490	center for combustion energy and department of thermal engineering, tsinghua uni ver sity, beijing 10 0 084, china	nanjing university of posts and telecommunications	0
9493	center for combustion energy & department of energy and power engineering, tsinghua uni ver sity, beijing 10 0 084, china	minzu university of china	0
9497	santa barbara d. d. joseph, minneapolis, mn a. j. karabelas, thessaloniki, greece	university of california santa barbara	0
9498	center for combustion energy & department of energy and power engineering, tsinghua uni ver sity, beijing 10 0 084, china	qingdao university of science and technology	0
9499	center for combustion energy & department of energy and power engineering, tsinghua uni ver sity, beijing 10 0 084, china	nanjing university of science and technology	0
9500	center for combustion energy and department of thermal engineering, tsinghua uni ver sity, beijing 10 0 084, china	china university of mining and technology	0
9501	center for combustion energy and department of thermal engineering, tsinghua uni ver sity, beijing 10 0 084, china	kunming university of science and technology	0
9502	center for combustion energy & department of energy and power engineering, tsinghua uni ver sity, beijing 10 0 084, china	china university of geosciences	0
9503	center for combustion energy and department of thermal engineering, tsinghua uni ver sity, beijing 10 0 084, china	city of hope national medical center	0
9504	santa barbara, ca a. tomiyama, kobe, japan	university of california santa barbara	0
9507	tsinghua university, beijing, china	ocean university of china	0
9508	tsinghua university, beijing, china	beijing forestry university	0
9509	tsinghua university, beijing, china	china jiliang university	0
9510	tsinghua university, china	south china agricultural university	0
9511	auckland park, republic of south africa	university of new south wales	0
9523	department of microbiology, queen's medical centre, clifton boulevard, nottingham ng7 2uh meetings	university of nottingham	0
9528	department of clinical microbiology, university college hospital, grafton way, london wcle 6au	royal london hospital	0
9529	department of clinical microbiology, university college hospital, grafton way, london wc1e 6au honorary	royal london hospital	0
9532	department of microbiology, children hospital, ladywood, birmingham b16 8et meetings	children s of alabama	0
9534	department of microbiology, children hospital, ladywood, birmingham b16 8et meetings	university of birmingham	0
9535	department of microbiology, children's hospital, ladywood, birmingham b16 set meetings	university of birmingham	0
9536	department of biochemical engineering, tianjin university, 300354 tianjin, china	china agricultural university	0
9537	department of biochemical engineering, tianjin university, 300354 tianjin, china	university of science and technology of china	0
9538	department of biochemical engineering, tianjin university, 300354 tianjin, china	tianjin medical university	0
9539	department of biochemical engineering, tianjin university, 300354 tianjin, china	china university of petroleum	0
9540	new york, usa	city university of new york	0
9545	department of psychiatry and neuropet center university of california at san diego 11388 sorento valley road, suite #100 san diego, ca 92121, usa	icahn school of medicine at mount sinai	0
9546	professor of psychiatry, department of psychiatry, box 1505, mount sinai school of medicine, one gustave l. levy place, new york, ny 10029-6574, usa	icahn school of medicine at mount sinai	0
9548	department of psychiatry, box 1505, mount sinai school of medicine, one gustave l. levy place, new york, ny 10029-6574, usa	mount sinai hospital	0
9554	school of cosmic physics, institute for advanced studies, 5 merrion square, dublin, republic of ireland	dublin institute for advanced studies	0
9555	school of cosmic physics, institute for advanced studies, 5 merrion square,. dublin, republic of ireland	dublin institute for advanced studies	0
9558	national institute, radiological sciences, 3609 isozaki, nakaminato-city 311-13, japan	japan advanced institute of science and technology	0
9559	school of cosmic physics, institute for advanced studies, 5 merrion square. dublin. republic of ireland	dublin institute for advanced studies	0
9561	physical science laboratories, college of industrial technology, nihon university, 2-11-1 shin-el, narashino-shi, chiba-ken 275, japan	university of maryland college park	0
9562	national institute. radiological sciences. 3609 lsozaki. nakaminato-city 311-13. japan	japan atomic energy research institute	0
9563	school of physics and space research, university of birmingham, birmingham bi5 2tt. u.k. f.ditorial	pakistan institute of nuclear science and technology	0
9564	school of physics and astronomy, tel-aviv university, ramat-aviv, 69978 tel-aviv, israel	fujian agriculture and forestry university	0
9565	natural history museum (geology), university of oslo, p.o. box 1172, blindern, 0318 oslo, norway	american museum of natural history	0
9566	chinese academy of sciences, china	china university of technology	0
9567	m. deb and m. furuno.................................................... 490 age and sources of gold mineralization in the marmato mining district, nw colombia	national institute of advanced industrial science and technology	0
9569	chinese academy of sciences (cas), guangzhou, china	south china university of technology	0
9570	chinese academy of sciences, beijing, china	beijing university of chemical technology	0
9572	chinese academy of sciences, beijing, china	tianjin university of traditional chinese medicine	0
9573	peking university, beijing, china	north china electric power university	0
9574	chinese academy of science, beijing, china	tianjin university of science and technology	0
9575	chinese academy of science, beijing, china	huazhong university of science and technology	0
9576	peking university, beijing, china	beijing forestry university	0
9577	peking university, beijing, china	china university of petroleum	0
9578	peking university, beijing, china	south china normal university	0
9579	chinese academy of science, beijing, china	academy of military medical sciences	0
9580	institute of geology and geophysics, chinese academy of sciences, beijing, china	renmin university of china	0
9581	institute of geology and geophysics, chinese academy of sciences, beijing, china	beijing university of chemical technology	0
9582	institute of geology and geophysics, chinese academy of sciences, beijing, china	south china university of technology	0
9583	institute of geology and geophysics, chinese academy of sciences, beijing, china	national natural science foundation of china	0
9584	chinese academy of forestry (caf), beijing, china	south china university of technology	0
9585	chinese academy of forestry (caf), beijing, china	chinese academy of sciences	0
9586	chinese academy of forestry (caf), beijing, china	china university of geosciences	0
9587	institute of geology and geophysics, chinese academy of sciences, beijing, china	nanjing university of science and technology	0
9588	department of geography, university of the west indies, st augustine, trinidad & tobago dr f. tiver school of environmental management, university of south australia, australia	west virginia university institute of technology	0
9590	institute of geology and geophysics, chinese academy of sciences, beijing, china	china university of mining and technology	0
9591	waseda university, department of applied chemistry, ohkubo-3, shinjuku-ku, tokyo 169-8555, japan	university of tokyo	0
9594	massachusetts institute of technology, usa	university of science and technology of china	0
9595	massachusetts institute of technology, usa	hong kong university of science and technology	0
9596	massachusetts institute of technology, usa	huazhong university of science and technology	0
9597	massachusetts institute of technology, usa	hefei university of technology	0
9598	massachusetts institute of technology, usa	georgia institute of technology	0
9599	department of finance, smeal college of business, pennsylvania state university, 338 business building, university park, pa 16802, usa	kansas state university	0
9600	massachusetts institute of technology, usa	nanjing university of science and technology	0
9601	massachusetts institute of technology, usa	karlsruhe institute of technology	0
9602	peking university, china	china west normal university	0
9603	massachusetts institute of technology, usa	university of science and technology beijing	0
9604	massachusetts institute of technology, usa	university of massachusetts dartmouth	0
9605	massachusetts institute of technology, usa	chemnitz university of technology	0
9606	massachusetts institute of technology, usa	xi an university of architecture and technology	0
9607	jinan university, china	north china electric power university	0
9608	massachusetts institute of technology, usa	liaoning university of petroleum and chemical technology	0
9612	pennsylvania state university , usa	iowa state university	0
9613	nanjing university of chemical technology, peopleaeur(tm)s republic of china	nanjing university of technology	0
9614	building research station department of the environment garston, watford, wd2 7jr. england dr yli s malinin deputy	building research establishment	0
9615	building research station department of the environment garston. watford. wd2 7jr engtand dr yu s malinin deputy	building research establishment	0
9616	building research station department of the environment garston. watford. wd2 7jr. england dr. r. g l'hermite rilem	building research establishment	0
9618	building research station department of the environment garston. watford. wd2 7jr. england dr. yli s. malinin deputy	building research establishment	0
9620	building research station department of the environment garston. warlord. wd2 7jr. england dr. yu. s. malinin deputy	building research establishment	0
9622	tokyo institute of technology, japan	nagaoka university of technology	0
9623	pennsylvania state university, usa	iowa state university	0
9624	department of metallurgy & materials science imperial college prince consort road, londond sw7 2bp uk	college of science and technology	0
9626	school of chemical and biomolecular engineering, georgia	georgia institute of technology	0
9627	(tianjin university, china	china agricultural university	0
9628	(tianjin university, china	south china university of technology	0
9629	(school of chemical engineering and technology, tianjin university, tianjin 300072, china	vaughn college of aeronautics and technology	0
9631	yonsei university, seoul, south korea oded koenigsberg london business school, london, uk	johns hopkins university school of medicine	0
9632	the chinese university of hong kong, china	ocean university of china	0
9635	hongkong university of science and technology, china	china university of geosciences	0
9637	university of new south wales kensington, australia	university of western australia	0
9638	the chinese university of hong kong, china	china medical university	0
9639	the chinese university of hong kong, china	china university of geosciences	0
9640	hongkong university of science and technology, china	ocean university of china	0
9641	university of california, duris d&s, ca, usa	university of california davis	0
9642	hongkong university of science and technology, china	china medical university	0
9644	hongkong university of science and technology, china	massachusetts institute of technology	0
9646	hongkong university of science and technology, china	harbin institute of technology	0
9648	the chinese university of hong kong, china	university of science and technology of china	0
9649	nanyang university, singapore	national university of singapore	0
9650	hotaka katahira athens school of economics anti hubert gatignon unir ersity* of tokyo business science athens, greece	athens university of economics and business	0
9651	yonsei university, seoul, south korea oded koenigsberg london business school, london, uk	catholic university of korea	0
9652	university of maryland, college park, maryland, usa	college of science and technology	0
9654	the chinese university of hong kong, china	china university of petroleum	0
9657	yonsei university, korea oded koenigsberg london business school, uk	johns hopkins university school of medicine	0
9661	yonsei university, south korea ran kivetz columbia university, usa	catholic university of korea	0
9662	the chinese university of hong kong, china	chinese academy of engineering	0
9664	the chinese university of hong kong, china	hong kong university of science and technology	0
9667	cheong kong graduate school of business, hong kong	hong kong university of science and technology	0
9669	the chinese university of hong kong, china	south china normal university	0
9671	hongkong university of science and technology, china	illinois institute of technology	0
9673	department of mechanics, ningbo university, 818 fenghua road, jiangbei district, ningbo, zhejiang 315211, china.	central china normal university	0
9674	department of mechanics, ningbo university, 818 fenghua road, jiangbei district, ningbo, zhejiang 315211, china. ;	central china normal university	0
9675	department of automotive engineering tsinghua university beijing, 100084, china	china medical university	0
9676	department of mechanics, ningbo university, 818 fenghua road, jiangbei district, ningbo, zhejiang 315211, china.	university of science and technology of china	0
9677	department of automotive engineering tsinghua university beijing, 100084, china	university of electronic science and technology of china	0
9681	department of automotive engineering tsinghua university beijing, 100084, china	beijing university of posts and telecommunications	0
9684	department of automotive engineering tsinghua university beijing, 100084, china	east china normal university	0
9686	school of aeronautics, northwestern polytechnical university, xi'an 710072, china	colorado school of mines	0
9687	school of aeronautics, northwestern polytechnical university, xi'an 710072, china	nanjing university of aeronautics and astronautics	0
9688	department of automotive engineering tsinghua university beijing, 100084, china	south china university of technology	0
9689	birmingham, u-k. r. i woodward 0epartment of defence aterials research laboratories ascot vale victoria 3032, australia	university of birmingham	0
9690	state key laboratory of nonlinear mechanics (lnm) institute of mechanics, chinese academy of sciences beijing 100080, peopleaeur(tm)s republic of china	south china university of technology	0
9691	department of mechanics, ningbo university, 818 fenghua road, jiangbei district, ningbo, zhejiang 315211, china.	china university of mining and technology	0
9692	department of automotive engineering tsinghua university beijing, 100084, china	china west normal university	0
9693	"the a @ ngstro"" m laboratory uppsala university box 534 s-751 21, uppsala, sweden"	mid sweden university	0
9694	department of automotive engineering tsinghua university beijing, 100084, china	state grid corporation of china	0
9695	southern university of science and technology, china	east china normal university	0
9696	southern university of science and technology, china	china medical university	0
9697	southern university of science and technology, china	shenyang university of technology	0
9698	southern university of science and technology, china	southern university and a m college	0
9700	southern university of science and technology, china	wuhan institute of technology	0
9702	southern university of science and technology, china	dalian university of technology	0
9706	southern university of science and technology, china	beijing technology and business university	0
9707	zhejiang university, hangzhou, china	china three gorges university	0
9708	southern university of science and technology, china	huazhong university of science and technology	0
9709	southern university of science and technology, china	china academy of engineering physics	0
9710	southern university of science and technology, china	east china university of science and technology	0
9711	dept. of mechanical, materials and manufacturing engineering, faculty of engineering, university of nottingham, university park, nottingham, ng7 2rd, uk	university of iowa hospitals and clinics	0
9712	southern university of science and technology, china	kunming university of science and technology	0
9713	southern university of science and technology, china	guilin university of technology	0
9715	southern university of science and technology, china	tianjin university of technology and education	0
9716	"langone medical centeraeur""mount sinai, new york, new york christian elger, university of bonn, bonn, germany"	new york university	0
9718	harvard medical school--beth israel	beth israel deaconess medical center	0
9719	shizuoka institute of epilepsy and neurological disorders a. jacoby university of liverpool, uk	osaka institute of technology	0
9720	"harvard medical schoolaeur""beth israel"	beth israel deaconess medical center	0
9721	"new york universityaeur""langone medical center, mount sinai, new york christian elger, university of bonn, bonn, germany"	medical college of wisconsin	0
9723	university of liverpool (university hospital aintree), uk	university college hospital	0
9724	university of wisconsin school of medicine and public health, usa	national institutes of health	0
9725	"new york universityaeur""langone medical center, mount sinai, new york christian elger, university of bonn, bonn, germany"	saint barnabas medical center	0
9726	university hospital bonn, germany	university of bonn	0
9728	physical laboratory, state university utrecht, p.o. box 80 000, 3508 ta utrecht, the netherlands	utrecht university	0
9729	national university of singapore, department of chemistry, 3 science drive 3, singapore	national university of defense technology	0
9731	physical laboratory, state university, sorbonnelaan 4, utrecht, the netherlands	utrecht university	0
9732	physical laboratory, state university. sorhonnelaan 4. utrecht, the netherlands	utrecht university	0
9733	physical laboratory, state university utrecht, e. rashba. l.d. landau institute for theoretical physics, p.o. box 80000, 3508 ta utrecht, the netherlands	utrecht university	0
9734	physical laboratory, state university utrecht, d.s. mcclure, department of chemistry. princeton univer-p. o. box 80000, 3508 ta utrecht. the netherlands	utrecht university	0
9735	physical laboratory, state university utrecht, p.o. box 80000, 3508 ta utrecht, the netherlands	utrecht university	0
9736	physical laboratory, state university utrocht, p.o. box 80000, 3508 ta utrecht, the netherlands	utrecht university	0
9738	department of chemistry, university of technology, loughborough, leics. lell 3tu, uk	loughborough university	0
9739	department of chemistry, university of technology, loughborough, leics. le1i 3tu, uk	loughborough university	0
9740	national university of singapore, department of chemistry, 3 science drive 3, singapore	hunan university of science and technology	0
9741	chinese academy of sciences (cas), fuzhou, fujian, china	university of science and technology of china	0
9744	department of chemistry, university of technology, loughborough, leics. le11 3tu, uk	loughborough university	0
9745	national university of singapore, department of chemistry, 3 science drive 3, singapore	nanjing university of science and technology	0
9746	physics department umversity of wisconsin madison, wi 53706, u.s.a. instructions to contributors manuscripts should be sent to the	university of wisconsin madison	0
9747	division of materials physics, department of physical science, graduate school of engineering science, osaka university, 1-3, machikaneyama-cho, toyonaka, osaka 560-8531, japan	national institute of advanced industrial science and technology	0
9750	chinese academy of sciences (cas), fujian inst. of research on the structure of matter, 155 west yangqiao road, 350002, fuzhou, fujian, china	east china university of science and technology	0
9751	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	state university of new york system	0
9752	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	nanjing university of posts and telecommunications	0
9753	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	harbin institute of technology	0
9754	school of materials science and engineering, georgia	georgia institute of technology	0
9755	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of southern california	0
9756	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	huazhong university of science and technology	0
9757	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of shanghai for science and technology	0
9758	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of electronic science and technology of china	0
9759	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	hefei institutes of physical science	0
9760	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of science and technology of china	0
9761	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	huazhong university of science and technology	0
9762	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	south china university of technology	0
9763	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	university of science and technology beijing	0
9765	pacifi c northwest national laboratory, richland, wa, usa	national renewable energy laboratory	0
9766	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	kunming university of science and technology	0
9767	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	icahn school of medicine at mount sinai	0
9768	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	national yunlin university of science and technology	0
9770	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	wuhan university of technology	0
9771	dept. of materials science and engineering, zhejiang university, hangzhou, china	university of science and technology of china	0
9772	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university at buffalo	0
9773	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	china academy of engineering physics	0
9774	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	hunan university of technology	0
9775	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	zhejiang university of technology	0
9776	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	chongqing university of science and technology	0
9777	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	beijing university of posts and telecommunications	0
9778	institute of inorganic chemistry, universita$?t zu kapln, kapln, germany	malaviya national institute of technology jaipur	0
9779	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of north carolina at chapel hill	0
9780	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of louisiana at lafayette	0
9781	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	shandong university of science and technology	0
9782	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of science and technology beijing	0
9783	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	southern university and a m college	0
9784	dept. of materials science and engineeri	university of science and technology of china	0
9785	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	southwest university of science and technology	0
9786	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	henan university of technology	0
9787	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	shaanxi university of science and technology	0
9788	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	california institute of technology	0
9789	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	ministry of science and technology	0
9790	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	university of electronic science and technology of china	0
9791	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	nanjing university of aeronautics and astronautics	0
9792	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	hefei university of technology	0
9793	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	tianjin university of science and technology	0
9794	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	national institute for materials science	0
9795	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	nanjing university of information science and technology	0
9796	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	east china university of science and technology	0
9798	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	kunming university of science and technology	0
9799	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	beijing institute of technology	0
9800	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	nanjing university of science and technology	0
9801	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	china university of mining and technology	0
9802	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of alabama at birmingham	0
9803	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of illinois at chicago	0
9804	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	united states department of agriculture	0
9805	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	hong kong university of science and technology	0
9806	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	xi an university of architecture and technology	0
9807	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	ministry of industry and information technology of the people s republic of china	0
9808	dept. of materials science and engineering, zhejiang university, hangzhou, china	beijing technology and business university	0
9809	dept. of materials science & engineering, university of washington, seattle, wa, usa	university of science and technology beijing	0
9810	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	king abdullah university of science and technology	0
9811	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	nanjing university of science and technology	0
9812	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	east china university of science and technology	0
9813	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of california berkeley	0
9814	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	shanghai university of engineering sciences	0
9815	dept. of materials science and engineering, zhejiang university, hangzhou, china	tianjin medical university cancer institute and hospital	0
9816	solid state solar thermal energy conversion (s3tec), massachusetts institute of technology (mit), cambridge, usa	college of information technology	0
9817	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	state university of new york college of environmental science and forestry	0
9818	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	southwestern university of finance and economics	0
9819	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	chongqing university of posts and telecommunications	0
9820	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	xi an university of science and technology	0
9821	dept. of materials science and engineering, zhejiang university, hangzhou, china	roy j and lucille a carver college of medicine	0
9822	dept. of materials science and engineering, zhejiang university, hangzhou, china	beijing university of posts and telecommunications	0
9823	national renewable energy laboratory (nrel), golden, co, usa	pacific northwest national laboratory	0
9827	kitasato university, tokyo, japan	university of tokyo	0
9829	ocean university of china	university of electronic science and technology of china	0
9830	department of biological sciences, college of science, sungkyunkwan university, suwon 440-746, south korea h.b. lillywhite, university of florida, gainesville, fl, usa	uprrp college of natural sciences	0
9832	institute of hydrobiology, chinese academy of sciences pung pung hwang, academia sinica, nankang, taiwan alex y.k. ip, national university of singapore, singapore, singapore	national university of defense technology	0
9833	ocean university of china, qingduo, china	south china normal university	0
9834	university of western ontario, london, on, canada	brunel university london	0
9835	hanyang university, seongdong-gu, seoul, south korea h.b. lillywhite, university of florida, gainesville, fl, usa	korea university	0
9836	ocean university of china, qingduo, china	china academy of engineering physics	0
9837	university of california, davis, davis, ca, usa	california state university sacramento	0
9838	ocean university of china, qingduo, china	university of science and technology of china	0
9839	institute of hydrobiology, chinese academy of sciences pung pung hwang, academia sinica, nankang, taiwan alex y.k. ip, national university of singapore, singapore, singapore	beijing institute of technology	0
9840	ocean university of china	china agricultural university	0
9841	institute of hydrobiology, chinese academy of sciences pung pung hwang, academia sinica, nankang, taiwan alex y.k. ip, national university of singapore, singapore, singapore	national institute of parasitic diseases	0
9843	north dakota state un	dakota state university	0
9844	dept of engineering science university of durham, south road durham dh1 3le. uk	applied science private university	0
9846	shandong university, china	shandong university of science and technology	0
9847	comillas university, spain	comillas pontifical university	0
9851	central research institute of electric power industry, tokyo 201, japan	tokyo institute of technology	0
9852	technische universitat, munich, frg prof. r btllrnton university of saskatchewan, saskatoon s7n owo, canada	ludwig maximilian university of munich	0
9855	central research institute of electric power industry, tokyo, japan	university of tokyo	0
9856	dean, college of engineering and architecture, washington state university, p.o. box 642752, pullman, wa 99164-2752, usa	reva institute of technology and management	0
9857	waseda university, 3 4 1 ookubo, shinluku-ku, tokyo, japan	tokyo medical and dental university	0
9858	dept of engineering science, university of durham, south road, durham dh1 3le, uk	applied science private university	0
9859	central research institute of electric power industry, japan	kanazawa institute of technology	0
9860	eidenossische technische hochschule, swiss federal institute of technology, eth-zentrum, ch-8092, zurich, switzerland	braunschweig university of technology	0
9861	central research institute of electric power industry, tokyo 201, japan	japan atomic energy research institute	0
