	affiliation	affiliationMag	if_same
291	department of mathematics, university of colorado/denver, denver, co 80202, usa	university of colorado denver	1.0
292	department of mathematics, university of colorado at denver, denver, co 80217, usa	university of colorado denver	1.0
293	school of business administration, carroll hall-012-a, university of north carolina, chapel hill, nc 27514, us	university of north carolina at chapel hill	1.0
294	school of business administration, carroll hall-012-a, university of north carolina, chapel hill, nc 275 t 4, us	university of north carolina at chapel hill	1.0
295	department of industrial engineering, university of cafifornia, berkeley, ca 94720, usa	university of california berkeley	1.0
296	eco/e po/yteohnique federale de lausanne, ddpartement de mathematiques, swiss federal institute of technology, ecublen, lausanne 1015, switzerland	ecole polytechnique federale de lausanne	1.0
297	institute de chimie des substances naturelles, centre national de la recherche scientifique, 91190 gif-sur-yvette, france	institut de chimie des substances naturelles	1.0
298	department of botany. the university of texas, austin, texas. tx 78712, usa	university of texas at austin	1.0
299	hasselt university, belgium	university of hasselt	1.0
300	the medical university of gdana'sk, poland	gdansk medical university	1.0
301	university of texas health science center, usa	university of texas health science center at san antonio	1.0
302	university of texas health science center, usa	university of texas system	1.0
303	university heidelberg, germany	heidelberg university	1.0
304	university of texas health science center, usa	university of texas at san antonio	1.0
305	u.s. environmental protection agency (epa), research triangle park, nc, usa	united states environmental protection agency	1.0
306	m.d. min-sheng general hospital taoyuan, taiwan carel w. le roux, m.d., ph.d. imperial college london london, united kingdom	min sheng general hospital	1.0
307	ph.d. johns hopkins school of medicine baltimore, md john b. dixon, m.b.bs., ph.d. baker institute melbourne, australia	johns hopkins university	1.0
308	ph.d. johns hopkins school of medicine baltimore, md john b. dixon, m.b.bs., ph.d. baker institute melbourne, australia	johns hopkins university school of medicine	1.0
309	tokyo university of agriculture & technology, koganei, tokyo 184, japan	tokyo university of agriculture and technology	1.0
310	faculty of law, the university, newcastle upon tyne, ne1 7ru, england	newcastle university	1.0
311	molecular cell biology paul scherrer institut ch-5232 villigen psi, switzerland	paul scherrer institute	1.0
312	department of microbiology monash university clayton, victoria 3168 australia	monash university clayton campus	1.0
313	department of molecular evolution evolutionary biology center university of uppsala norbyvc228gen 18c se-752 36 uppsala sweden	uppsala university	1.0
314	department of microbiology, monash university, clayton, vic 3800, australia	monash university clayton campus	1.0
315	department of microbiology monash university clayton, victoria 3168, australia	monash university clayton campus	1.0
316	department of molecular evolution evolutionary biology center university of uppsala norbyv gen 18c se-752 36 uppsala sweden	uppsala university	1.0
317	university of north carolina chapel hill richard n. mitchell, brigham and womenaeur(tm)s hospital and harvard medical school	university of north carolina at chapel hill	1.0
318	texas a&m university, tx, usa	texas a m university	1.0
319	, hec montreal and univ of alberta, canada	university of alberta	1.0
320	virginia commonwealth univ., va, usa	virginia commonwealth university	1.0
321	notre dame univ., in, usa	university of notre dame	1.0
322	univ. of toledo, oh, usa	university of toledo	1.0
323	hec montreal and univ. of alberta, canada	university of alberta	1.0
324	notre dame univ, in, usa	university of notre dame	1.0
325	univ. of british columbia (ubc) - okanagan, canada	university of british columbia	1.0
326	universidad de puerto rico, san juan, puerto rico	university of puerto rico	1.0
327	univeristy of victoria, victoria, british, columbia canada	university of victoria	1.0
328	rollins college, & university of puerto rico, winter park, florida, usa	university of puerto rico rio piedras	1.0
329	university of sapso, paulo, sao paulo, brazil	university of sao paulo	1.0
330	, university of california at irvine, usa	university of california irvine	1.0
331	division of clinical immunology department of medicine, ucla school of medicine los angeles, california 90095-1680	university of california los angeles	1.0
332	division of clinical immunology department of medicine , ucla sc hool of medicine los angeles , calif ornia 90095-1680	university of california los angeles	1.0
333	university leipzig german centre for integrative biodiversity research (idiv) halle-jena-leipzig deutscher platz 5e 04103 leipzig germany	leipzig university	1.0
334	national chung-hsing university, taichung, taiwan gow-chin yen national chung-hsing university, taichung, taiwan	national chung hsing university	1.0
335	university of erlangen -nurnberg west germany	university of erlangen nuremberg	1.0
336	academy of sciences prague, czechoslovakia b.e. conway university of ottawa ontario, canada	czechoslovak academy of sciences	1.0
337	department of physics texas a 3 m university college station, texas 77843-4242 u.s.a.	texas a m university	1.0
338	lab. des neurosciences de la vision universitpierre et marie curie 9, quai st bernard 75005 paris france	pierre and marie curie university	1.0
339	chinese university of hong-kong, hong-kong herman van de werfhorst, university of amsterdam, the netherlands	the chinese university of hong kong	1.0
340	chinese university of hong-kong, hong-kong moris triventi, university of trento, trento, italy	the chinese university of hong kong	1.0
341	university of duisburg-essen, essen, germany	university of duisburg essen	1.0
342	florida state univ., u.s.a. jeffrey liker, university of michigan, u.s.a. deborah j. bickford, univ. dayton, u.s.a.	florida state university	1.0
343	aoyama gakuin univ., japan	aoyama gakuin university	1.0
344	unit of cancer epidemiology, torino, italy	cancer epidemiology unit	1.0
345	unit of cancer epidemiology, turin, italy	cancer epidemiology unit	1.0
346	armed forces lnstitute of pathology american registry of pathology washington, dc, usa	armed forces institute of pathology	1.0
347	- petroleum engineering department, texas a&m university, college station, tx 77843, usa	texas a m university	1.0
348	lawrence berkeley laboratory, university of california, berkeley, california, u.s.a. h. maejima--japan	lawrence berkeley national laboratory	1.0
349	universitad de las americas - puebla, mexico	universidad de las americas puebla	1.0
350	university of maastricht, the netherlands	maastricht university	1.0
351	wageningen university, the netherlands	wageningen university and research centre	1.0
352	ph.d., abpp michel hersen, ph.d., abpp the university of maryland at baltimore pacific university	university of maryland baltimore	1.0
353	michel hersen the university of maryland at baltimore pacific university	university of maryland baltimore	1.0
354	the university of maryland at baltimore, department of psychiatry, 737 w. lombard st., suite 551, baltimore, md 21201, usa	university of maryland baltimore	1.0
355	rosalind franklin university of med. and science, north chicago, illinois, usa	rosalind franklin university of medicine and science	1.0
356	michel hersen the university of mar yland at baltimore pacific university	university of maryland baltimore	1.0
357	ph.d. university of illinois at urbana-champaign wendy k. silverman, ph.d., abpp yale university school of medicine yale child study center	university of illinois at urbana champaign	1.0
358	university of illinois at urbana-champaign wendy k. silverman, ph.d., abpp yale university school of medicine yale child study center	university of illinois at urbana champaign	1.0
